text,created_at,score
The Rigged Witch Hunt originally headed by FBI lover boy Peter S for one year amp now 13 Angry Democrats should look into the missing DNC Server Crooked Hillary’s illegally deleted Emails the Pakistani Fraudster Uranium One Podesta amp so much more It’s a Democrat Con Job,2018-07-07,451.62011694948717
They just didnt get it but they do now ,2018-07-08,100.08364577493455
Pfizer amp others should be ashamed that they have raised drug prices for no reason They are merely taking advantage of the poor amp others unable to defend themselves while at the same time giving bargain basement prices to other countries in Europe amp elsewhere We will respond,2018-07-09,457.8695038723097
On behalf of the United States congratulations to the Thai Navy SEALs and all on the successful rescue of the 12 boys and their coach from the treacherous cave in Thailand Such a beautiful moment  all freed great job,2018-07-10,383.5316247999027
What good is NATO if Germany is paying Russia billions of dollars for gas and energy Why are there only 5 out of 29 countries that have met their commitment The US is paying for Europe’s protection then loses billions on Trade Must pay 2 of GDP IMMEDIATELY not by 2025,2018-07-11,506.9582617853472
Great success today at NATO Billions of additional dollars paid by members since my election Great spirit,2018-07-12,172.08271186448033
🇺🇸🇬🇧 ,2018-07-13,69.24359650681436
These Russian individuals did their work during the Obama years Why didn’t Obama do something about it  Because he thought Crooked Hillary Clinton would win that’s why Had nothing to do with the Trump Administration but Fake News doesn’t want to report the truth as usual,2018-07-14,473.59195193037624
Congratulations to France who played extraordinary soccer on winning the 2018 World Cup Additionally congratulations to President Putin and Russia for putting on a truly great World Cup Tournament  one of the best ever,2018-07-15,321.90541442430947
President Obama thought that Crooked Hillary was going to win the election so when he was informed by the FBI about Russian Meddling he said it couldn’t happen was no big deal amp did NOTHING about it When I won it became a big deal and the Rigged Witch Hunt headed by Strzok,2018-07-16,531.5378194580215
The economy of the United States is stronger than ever before,2018-07-17,126.55557422920054
Some people HATE the fact that I got along well with President Putin of Russia They would rather go to war than see this It’s called Trump Derangement Syndrome,2018-07-18,310.5067213365224
Will the Dems and Fake News ever learn This is classic ,2018-07-19,116.87141574263494
I got severely criticized by the Fake News Media for being too nice to President Putin In the Old Days they would call it Diplomacy If I was loud amp vicious I would have been criticized for being too tough Remember when they said I was too tough with Chairman Kim Hypocrites,2018-07-20,506.91034463112254
Inconceivable that the government would break into a lawyer’s office early in the morning  almost unheard of Even more inconceivable that a lawyer would tape a client  totally unheard of amp perhaps illegal The good news is that your favorite President did nothing wrong,2018-07-21,489.034227427954
So President Obama knew about Russia before the Election Why didn’t he do something about it Why didn’t he tell our campaign Because it is all a big hoax that’s why and he thought Crooked Hillary was going to win,2018-07-22,440.11994252714123
To Iranian President Rouhani NEVER EVER THREATEN THE UNITED STATES AGAIN OR YOU WILL SUFFER CONSEQUENCES THE LIKES OF WHICH FEW THROUGHOUT HISTORY HAVE EVER SUFFERED BEFORE WE ARE NO LONGER A COUNTRY THAT WILL STAND FOR YOUR DEMENTED WORDS OF VIOLENCE amp DEATH BE CAUTIOUS,2018-07-23,458.9496231407309
MAKE AMERICA GREAT AGAIN,2018-07-24,52.09762413115639
The European Union is coming to Washington tomorrow to negotiate a deal on Trade I have an idea for them Both the US and the EU drop all Tariffs Barriers and Subsidies That would finally be called Free Market and Fair Trade Hope they do it we are ready  but they won’t,2018-07-25,506.5916002877783
Twitter “SHADOW BANNING” prominent Republicans Not good We will look into this discriminatory and illegal practice at once Many complaints,2018-07-26,198.1307843727297
Democrats who want Open Borders and care little about Crime are incompetent but they have the Fake News Media almost totally on their side,2018-07-27,261.94061208528365
The only things the Democrats do well is “Resist” which is their campaign slogan and “Obstruct” Cryin’ Chuck Schumer has almost 400 great American people that are waiting “forever” to serve our Country A total disgrace Mitch M should not let them go home until all approved,2018-07-28,485.84154087720646
I would be willing to “shut down” government if the Democrats do not give us the votes for Border Security which includes the Wall Must get rid of Lottery Catch amp Release etc and finally go to system of Immigration based on MERIT We need great people coming into our Country,2018-07-29,453.7137871226355
We must have Border Security get rid of Chain Lottery Catch amp Release Sanctuary Cities  go to Merit based Immigration Protect ICE and Law Enforcement and of course keep building but much faster THE WALL,2018-07-30,324.1912771240762
MAKING AMERICA GREAT AGAIN ,2018-07-31,50.04534132640753
This is a terrible situation and Attorney General Jeff Sessions should stop this Rigged Witch Hunt right now before it continues to stain our country any further Bob Mueller is totally conflicted and his 17 Angry Democrats that are doing his dirty work are a disgrace to USA,2018-08-01,499.73879539564547
They asked my daughter Ivanka whether or not the media is the enemy of the people She correctly said no It is the FAKE NEWS which is a large percentage of the media that is the enemy of the people,2018-08-02,395.55498808729544
Almost 500000 Manufacturing Jobs created since I won the Election Remember when my opponents were saying that we couldn’t create this type of job anymore Wrong in fact these are among our best and most important jobs,2018-08-03,365.351288561758
Lebron James was just interviewed by the dumbest man on television Don Lemon He made Lebron look smart which isn’t easy to do I like Mike,2018-08-04,295.2254143461011
Presidential Approval numbers are very good  strong economy military and just about everything else Better numbers than Obama at this point by far We are winning on just about every front and for that reason there will not be a Blue Wave but there might be a Red Wave,2018-08-05,488.0476164208457
Democrats want Open Borders and they want to abolish ICE the brave men and women that are protecting our Country from some of the most vicious and dangerous people on earth Sorry we can’t let that happen Also change the rules in the Senate and approve STRONG Border Security,2018-08-06,497.2945166799943
The Iran sanctions have officially been cast These are the most biting sanctions ever imposed and in November they ratchet up to yet another level Anyone doing business with Iran will NOT be doing business with the United States I am asking for WORLD PEACE nothing less,2018-08-07,463.94206764154086
The Republicans have now won 8 out of 9 House Seats yet if you listen to the Fake News Media you would think we are being clobbered Why can’t they play it straight so unfair to the Republican Party and in particular your favorite President,2018-08-08,451.74014978427806
Space Force all the way,2018-08-09,61.597684685754714
Be happy be cool A football game that fans are paying soooo much money to watch and enjoy is no place to protest Most of that money goes to the players anyway Find another way to protest Stand proudly for your National Anthem or be Suspended Without Pay,2018-08-10,463.9947307542255
I am proud to have fought for and secured the LOWEST African American and Hispanic unemployment rates in history Now I’m pushing for prison reform to give people who have paid their debt to society a second chance I will never stop fighting for ALL Americans,2018-08-11,439.9021649370997
“Seems like the Department of Justice and FBI had a program to keep Donald Trump from becoming President” DarrellIssa  foxandfriends  If this had happened to the other side everybody involved would be in jail This is a Media coverup of the biggest story of our time,2018-08-12,462.3762699412971
Just fired Agent Strzok formerly of the FBI was in charge of the Crooked Hillary Clinton sham investigation It was a total fraud on the American public and should be properly redone,2018-08-13,340.0493404208319
Another terrorist attack in LondonThese animals are crazy and must be dealt with through toughness and strength,2018-08-14,191.48076053641364
Chuck Schumer I agree ,2018-08-15,72.45328250451425
The Queen of Soul Aretha Franklin is dead She was a great woman with a wonderful gift from God her voice She will be missed,2018-08-16,268.15608739305486
How can “Senator” Richard Blumenthal who went around for twenty years as a Connecticut politician bragging that he was a great Marine war hero in Vietnam then got caught and sobbingly admitted he was neither a Marine nor ever in Vietnam pass judgement on anyone Loser,2018-08-17,444.2897777007088
The United States has ended the ridiculous 230 Million Dollar yearly development payment to Syria Saudi Arabia and other rich countries in the Middle East will start making payments instead of the US I want to develop the US our military and countries that help us,2018-08-18,452.0065780015743
No Collusion and No Obstruction except by Crooked Hillary and the Democrats All of the resignations and corruption yet heavily conflicted Bob Mueller refuses to even look in that direction What about the Brennan Comey McCabe Strzok lies to Congress or Crooked’s Emails,2018-08-19,459.9554206343672
I hope John Brennan the worst CIA Director in our country’s history brings a lawsuit It will then be very easy to get all of his records texts emails and documents to show not only the poor job he did but how he was involved with the Mueller Rigged Witch Hunt He won’t sue,2018-08-20,503.3980256474106
I am sorry to have to reiterate that there are serious and unpleasant consequences to crossing the Border into the United States ILLEGALLY If there were no serious consequences our country would be overrun with people trying to get in and our system could not handle it,2018-08-21,480.35741658881494
If anyone is looking for a good lawyer I would strongly suggest that you don’t retain the services of Michael Cohen,2018-08-22,218.15113708734694
The only thing that I have done wrong is to win an election that was expected to be won by Crooked Hillary Clinton and the Democrats The problem is they forgot to campaign in numerous states,2018-08-23,335.32932598243616
Social Media Giants are silencing millions of people Can’t do this even if it means we must continue to hear Fake News like CNN whose ratings have suffered gravely People have to figure out what is real and what is not without censorship,2018-08-24,435.7956804461084
Big story out that the FBI ignored tens of thousands of Crooked Hillary Emails many of which are REALLY BAD Also gave false election info I feel sure that we will soon be getting to the bottom of all of this corruption At some point I may have to get involved,2018-08-25,471.13921749191
My deepest sympathies and respect go out to the family of Senator John McCain Our hearts and prayers are with you,2018-08-26,271.8590610227931
Over 90 approval rating for your all time favorite I hope President within the Republican Party and 52 overall This despite all of the made up stories by the Fake News Media trying endlessly to make me look as bad and evil as possible Look at the real villains please,2018-08-27,471.4548532129741
NASDAQ has just gone above 8000 for the first time in history,2018-08-28,184.7657798634621
When you see “anonymous source” stop reading the story it is fiction,2018-08-29,123.7007885927393
CNN is working frantically to find their “source” Look hard because it doesn’t exist Whatever was left of CNN’s credibility is now gone,2018-08-30,255.19984216376577
I will be doing a major rally for Senator Ted Cruz in October I’m picking the biggest stadium in Texas we can find As you know Ted has my complete and total Endorsement His opponent is a disaster for Texas  weak on Second Amendment Crime Borders Military and Vets,2018-08-31,462.88152482484145
MAKE AMERICA GREAT AGAIN,2018-09-01,52.09762413115639
The fact is that AfricanAmerican unemployment is now the lowest in the history of our country Same with Asian Hispanic and almost every other group The Democrats have been all talk and no action My Administration has already produced like no other and everyone sees it,2018-09-02,440.1779160119021
Happy Labor Day Our country is doing better than ever before with unemployment setting record lows The US has tremendous upside potential as we go about fixing some of the worst Trade Deals ever made by any country in the world Big progress being made,2018-09-03,462.9306577071014
NBC FAKE NEWS which is under intense scrutiny over their killing the Harvey Weinstein story is now fumbling around making excuses for their probably highly unethical conduct I have long criticized NBC and their journalistic standardsworse than even CNN Look at their license,2018-09-04,455.94566521846895
TREASON,2018-09-05,29.299888761273444
I’m draining the Swamp and the Swamp is trying to fight back Don’t worry we will win,2018-09-06,192.0601559345497
What was Nike thinking,2018-09-07,55.86473580627077
Apple prices may increase because of the massive Tariffs we may be imposing on China  but there is an easy solution where there would be ZERO tax and indeed a tax incentive Make your products in the United States instead of China Start building new plants now Exciting MAGA,2018-09-08,470.0420493174311
If the US sells a car into China there is a tax of 25 If China sells a car into the US there is a tax of 2 Does anybody think that is FAIR The days of the US being rippedoff by other nations is OVER,2018-09-09,440.3853716675931
“President Trump would need a magic wand to get to 4 GDP” stated President Obama I guess I have a magic wand 42 and we will do MUCH better than this We have just begun,2018-09-10,318.904875800843
Rudy Giuliani did a GREAT job as Mayor of NYC during the period of September 11th His leadership bravery and skill must never be forgotten Rudy is a TRUE WARRIOR,2018-09-11,321.08664588661605
Crazy Maxine Waters “After we impeach Trump we’ll go after Mike Pence We’ll get him”  FoxNews  Where are the Democrats coming from The best Economy in the history of our country would totally collapse if they ever took control,2018-09-12,426.21101516995196
This was done by the Democrats in order to make me look as bad as possible when I was successfully raising Billions of Dollars to help rebuild Puerto Rico If a person died for any reason like old age just add them onto the list Bad politics I love Puerto Rico,2018-09-13,462.51324486543064
John Kerry had illegal meetings with the very hostile Iranian Regime which can only serve to undercut our great work to the detriment of the American people He told them to wait out the Trump Administration Was he registered under the Foreign Agents Registration Act BAD,2018-09-14,436.58141265997165
When will Republican leadership learn that they are being played like a fiddle by the Democrats on Border Security and Building the Wall Without Borders we don’t have a country With Open Borders which the Democrats want we have nothing but crime Finish the Wall,2018-09-15,420.37079025163195
Best economic numbers in decades If the Democrats take control kiss your newfound wealth goodbye,2018-09-16,142.68513914086168
Immediately after Comey’s firing Peter Strzok texted to his lover Lisa Page “We need to Open the case we’ve been waiting on now while Andy McCabe also fired is acting Page answered “We need to lock in redacted In a formal chargeable way Soon” Wow a conspiracy caught,2018-09-17,485.7277899931271
China has openly stated that they are actively trying to impact and change our election by attacking our farmers ranchers and industrial workers because of their loyalty to me What China does not understand is that these people are great patriots and fully understand that,2018-09-18,450.799501750588
The Supreme Court is one of the main reasons I got elected President I hope Republican Voters and others are watching and studying the Democrats Playbook,2018-09-19,263.09358394682033
I want to know where is the money for Border Security and the WALL in this ridiculous Spending Bill and where will it come from after the Midterms Dems are obstructing Law Enforcement and Border Security REPUBLICANS MUST FINALLY GET TOUGH,2018-09-20,417.83227615079994
Judge Brett Kavanaugh is a fine man with an impeccable reputation who is under assault by radical left wing politicians who don’t want to know the answers they just want to destroy and delay Facts don’t matter I go through this with them every single day in DC,2018-09-21,486.7710147516721
GOD BLESS THE USA ,2018-09-22,54.096246673686046
Tiger is playing great Looks like a big win could happen Very exciting TigerWoods,2018-09-23,145.76076907988198
Brett Kavanaugh and his wife Ashley will be interviewed tonight at 7pmE on marthamaccallum FoxNews This is an outstanding family who must be treated fairly,2018-09-24,318.29905931648415
The Democrats are working hard to destroy a wonderful man and a man who has the potential to be one of our greatest Supreme Court Justices ever with an array of False Accusations the likes of which have never been seen before,2018-09-25,382.918811284531
Avenatti is a third rate lawyer who is good at making false accusations like he did on me and like he is now doing on Judge Brett Kavanaugh He is just looking for attention and doesn’t want people to look at his past record and relationships  a total lowlife,2018-09-26,500.21172532114946
Judge Kavanaugh showed America exactly why I nominated him His testimony was powerful honest and riveting Democrats’ search and destroy strategy is disgraceful and this process has been a total sham and effort to delay obstruct and resist The Senate must vote,2018-09-27,456.5289952975717
Just started tonight our 7th FBI investigation of Judge Brett Kavanaugh He will someday be recognized as a truly great Justice of The United States Supreme Court,2018-09-29,279.6839084270915
Like many I don’t watch Saturday Night Live even though I past hosted it  no longer funny no talent or charm It is just a political ad for the Dems Word is that Kanye West who put on a MAGA hat after the show despite being told “no” was great He’s leading the charge,2018-09-30,501.3659564740601
Late last night our deadline we reached a wonderful new Trade Deal with Canada to be added into the deal already reached with Mexico The new name will be The United States Mexico Canada Agreement or USMCA It is a great deal for all three countries solves the many,2018-10-01,522.1690140003363
THE ONLY REASON TO VOTE FOR A DEMOCRAT IS IF YOU’RE TIRED OF WINNING,2018-10-02,159.53396878538024
I see it each time I go out to Rallies in order to help some of our great Republican candidates VOTERS ARE REALLY ANGRY AT THE VICIOUS AND DESPICABLE WAY DEMOCRATS ARE TREATING BRETT KAVANAUGH He and his wonderful family deserve much better,2018-10-03,453.73263613679825
Wow such enthusiasm and energy for Judge Brett Kavanaugh Look at the Energy look at the Polls Something very big is happening He is a fine man and great intellect The country is with him all the way,2018-10-04,392.96647359203814
Very proud of the US Senate for voting “YES” to advance the nomination of Judge Brett Kavanaugh,2018-10-05,176.46588407287013
I applaud and congratulate the US Senate for confirming our GREAT NOMINEE Judge Brett Kavanaugh to the United States Supreme Court Later today I will sign his Commission of Appointment and he will be officially sworn in Very exciting,2018-10-06,442.5735320443098
You don’t hand matches to an arsonist and you don’t give power to an angry leftwing mob Democrats have become too EXTREME and TOO DANGEROUS to govern Republicans believe in the rule of law  not the rule of the mob VOTE REPUBLICAN,2018-10-07,469.4685823815647
Christopher Columbus’s spirit of determination amp adventure has provided inspiration to generations of Americans On ColumbusDay we honor his remarkable accomplishments as a navigator amp celebrate his voyage into the unknown expanse of the Atlantic Ocean ,2018-10-08,351.7145049345081
The paid DC protesters are now ready to REALLY protest because they haven’t gotten their checks  in other words they weren’t paid Screamers in Congress and outside were far too obvious  less professional than anticipated by those paying or not paying the bills,2018-10-09,437.0691751184305
Despite so many positive events and victories Media Reseach Center reports that 92 of stories on Donald Trump are negative on ABC CBS and ABC It is FAKE NEWS Don’t worry the Failing New York Times didn’t even put the Brett Kavanaugh victory on the Front Page yesterdayA17,2018-10-10,500.431675372469
Massive overflow crowd tonight in Erie Pennsylvania THANK YOU to everyone who came out and joined us Together we are MAKING AMERICA GREAT AGAIN ,2018-10-11,275.6122597961507
PASTOR BRUNSON JUST RELEASED WILL BE HOME SOON,2018-10-12,106.08508611671351
There was NO DEAL made with Turkey for the release and return of Pastor Andrew Brunson I don’t make deals for hostages There was however great appreciation on behalf of the United States which will lead to good perhaps great relations between the United States amp Turkey,2018-10-13,471.6729790139167
NBC News has totally and purposely changed the point and  meaning of my story about General Robert E Lee and General Ulysses Grant Was actually a shoutout to warrior Grant and the great state in which he was born As usual dishonest reporting Even mainstream media embarrassed,2018-10-14,450.93384193970525
The crowds at my Rallies are far bigger than they have ever been before including the 2016 election Never an empty seat in these large venues many thousands of people watching screens outside Enthusiasm amp Spirit is through the roof SOMETHING BIG IS HAPPENING  WATCH,2018-10-15,421.2527695008339
The United States has strongly informed the President of Honduras that if the large Caravan of people heading to the US is not stopped and brought back to Honduras no more money or aid will be given to Honduras effective immediately,2018-10-16,389.36821165045575
Anybody entering the United States illegally will be arrested and detained prior to being sent back to their country,2018-10-17,208.22721868751898
In addition to stopping all payments to these countries which seem to have almost no control over their population I must in the strongest of terms ask Mexico to stop this onslaught  and if unable to do so I will call up the US Military and CLOSE OUR SOUTHERN BORDER,2018-10-18,486.217336633709
JobsNotMobs,2018-10-19,49.283283328024915
If the Democrats would stop being obstructionists and come together we could write up and agree to new immigration laws in less than one hour Look at the needless  pain and suffering that they are causing Look at the horrors taking place on the Border Chuck amp Nancy call me,2018-10-20,468.0059598779647
Facebook has just stated that they are setting up a system to “purge” themselves of Fake News Does that mean CNN will finally be put out of business,2018-10-21,274.6205801264379
Sadly it looks like Mexico’s Police and Military are unable to stop the Caravan heading to the Southern Border of the United States Criminals and unknown Middle Easterners are mixed in I have alerted Border Patrol and Military that this is a National Emergy Must change laws,2018-10-22,477.5391992064011
I agree with President Obama 100 ,2018-10-23,70.2525817220845
For those who want and advocate for illegal immigration just take a good look at what has happened to Europe over the last 5 years A total mess They only wish they had that decision to make over again,2018-10-24,378.51425518108937
A very big part of the Anger we see today in our society is caused by the purposely false and inaccurate reporting of the Mainstream Media that I refer to as Fake News It has gotten so bad and hateful that it is beyond description Mainstream Media must clean up its act FAST,2018-10-25,509.79256950278733
Funny how lowly rated CNN and others can criticize me at will even blaming me for the current spate of Bombs and ridiculously comparing this to September 11th and the Oklahoma City bombing yet when I criticize them they go wild and scream “it’s just not Presidential”,2018-10-26,496.0611462439296
All of America is in mourning over the mass murder of Jewish Americans at the Tree of Life Synagogue in Pittsburgh We pray for those who perished and their loved ones and our hearts go out to the brave police officers who sustained serious injuries,2018-10-27,442.37623364254443
Watching the DodgersRed Sox final innings It is amazing how a manager takes out a pitcher who is loose amp dominating through almost 7 innings Rich Hill of Dodgers and brings in nervous relievers who get shellacked 4 run lead gone Managers do it all the time big mistake,2018-10-28,511.5045678089533
Had a very good conversation with the newly elected President of Brazil Jair Bolsonaro who won his race by a substantial margin We agreed that Brazil and the United States will work closely together on Trade Military and everything else Excellent call wished him congrats,2018-10-29,474.60899309948496
CNN and others in the Fake News Business keep purposely and inaccurately reporting that I said the “Media is the Enemy of the People” Wrong I said that the “Fake News Media is the Enemy of the People” a very big difference When you give out false information  not good,2018-10-30,493.1340561045581
Our military is being mobilized at the Southern Border Many more troops coming We will NOT let these Caravans which are also made up of some very bad thugs and gang members into the US Our Border is sacred must come in legally TURN AROUND,2018-10-31,443.2042729312199
Illegal immigration affects the lives of all Americans Illegal Immigration hurts American workers burdens American taxpayers undermines public safety and places enormous strain on local schools hospitals and communities,2018-11-01,303.4649071576927
Wow The US added 250000 Jobs in October  and this was despite the hurricanes Unemployment at 37 Wages UP These are incredible numbers Keep it going Vote Republican,2018-11-02,266.8640793425674
A vicious accuser of Justice Kavanaugh has just admitted that she was lying her story was totally made up or FAKE Can you imagine if he didn’t become a Justice of the Supreme Court because of her disgusting False Statements What about the others Where are the Dems on this,2018-11-03,519.400677774429
New Fox Poll shows a “40 Approval Rating by African Americans for President Trump a record for Republicans” Thank you a great honor,2018-11-04,220.28464499662303
Law Enforcement has been strongly notified to watch closely for any ILLEGAL VOTING which may take place in Tuesday’s Election or Early Voting Anyone caught will be subject to the Maximum Criminal Penalties allowed by law Thank you,2018-11-05,359.98804009763506
There is a rumor put out by the Democrats that Josh Hawley of Missouri left the Arena last night early It is Fake News He met me at the plane when I arrived spoke at the great Rally amp stayed to the very end In fact I said goodbye to him and left before he did Deception,2018-11-06,538.0398544434833
Tremendous success tonight Thank you to all,2018-11-07,96.07311092390125
Great bravery shown by police California Highway Patrol was on scene within 3 minutes with first officer to enter shot numerous times That Sheriff’s Sergeant died in the hospital God bless all of the victims and families of the victims Thank you to Law Enforcement,2018-11-08,480.7198213758559
Just out — in Arizona SIGNATURES DON’T MATCH Electoral corruption  Call for a new Election We must protect our Democracy,2018-11-09,194.9156181213113
I am in Paris getting ready to celebrate the end of World War One Is there anything better to celebrate than the end of a war in particular that one which was one of the bloodiest and worst of all time,2018-11-10,437.47795970996947
Poland a great country  Congratulations on the 100th Anniversary of your Independence I will never forget my time there ,2018-11-11,194.39244714842596
The Florida Election should be called in favor of Rick Scott and Ron DeSantis in that large numbers of new ballots showed up out of nowhere and many ballots are missing or forged An honest vote count is no longer possibleballots massively infected Must go with Election Night,2018-11-12,473.94267623076445
MAKE FRANCE GREAT AGAIN,2018-11-13,51.41127571931491
Not seen in many years America’s steelworkers get a hardearned raise because of my Administration’s policies to help bring back the US steel industry which is critical to our National Security I will always protect America and its workers,2018-11-14,420.523214783025
Universities will someday study what highly conflicted and NOT Senate approved Bob Mueller and his gang of Democrat thugs have done to destroy people Why is he protecting Crooked Hillary Comey McCabe Lisa Page amp her lover Peter S and all of his friends on the other side,2018-11-15,447.21543499089825
People are not being told that the Republican Party is on track to pick up two seats in the US Senate and epic victory 53 to 47 The Fake News Media only wants to speak of the House where the Midterm results were better than other sitting Presidents,2018-11-16,453.2866219798977
Isn’t it ironic that large Caravans of people are marching to our border wanting USA asylum because they are fearful of being in their country  yet they are proudly waving,2018-11-17,312.13045462124074
Catch and Release is an obsolete term It is now Catch and Detain Illegal Immigrants trying to come into the USA often proudly flying the flag of their nation as they ask for US Asylum will be detained or turned away Dems must approve Border Security amp Wall NOW,2018-11-18,454.41481279959066
The Fake News is showing old footage of people climbing over our Ocean Area Fence This is what it really looks like  no climbers anymore under our Administration ,2018-11-19,272.3313234762242
I hope the discovery and eventual recovery of the Argentine submarine San Juan brings needed closure to the wonderful families of those brave missing sailors I look forward to hearing more from my friend President MauricioMacri in Argentina later this month,2018-11-20,436.4680258389523
MAKE AMERICA GREAT AGAIN,2018-11-21,52.09762413115639
HAPPY THANKSGIVING TO ALL,2018-11-22,54.78044206613582
Republicans and Democrats MUST come together finally with a major Border Security package which will include funding for the Wall After 40 years of talk it is finally time for action Fix the Border for once and for all NOW,2018-11-23,393.4571881946801
Migrants at the Southern Border will not be allowed into the United States until their claims are individually approved in court We only will allow those who come into our Country legally Other than that our very strong policy is Catch and Detain No “Releasing” into the US,2018-11-24,443.5535696893601
Would be very SMART if Mexico would stop the Caravans long before they get to our Southern Border or if originating countries would not let them form it is a way they get certain people out of their country and dump in US No longer Dems created this problem No crossings,2018-11-25,487.5121564555129
Mexico should move the flag waving Migrants many of whom are stone cold criminals back to their countries Do it by plane do it by bus do it anyway you want but they are NOT coming into the USA We will close the Border permanently if need be Congress fund the WALL,2018-11-26,500.56945214609806
Very disappointed with General Motors and their CEO Mary Barra for closing plants in Ohio Michigan and Maryland Nothing being closed in Mexico amp China The US saved General Motors and this is the THANKS we get We are now looking at cutting all GM subsidies including,2018-11-27,437.43345975365145
On behalf of FLOTUS Melania and the entire Trump family I want to wish you all a very MERRY CHRISTMAS May this Christmas Season bring peace to your hearts warmth to your homes cheer to your spirits and JOY TO THE WORLD NCTL2018🎄 ,2018-11-28,487.07600502294935
Did you ever see an investigation more in search of a crime At the same time Mueller and the Angry Democrats aren’t even looking at the atrocious and perhaps subversive crimes that were committed by Crooked Hillary Clinton and the Democrats A total disgrace,2018-11-29,428.8474815854618
Oh I get it I am a very good developer happily living my life when I see our Country going in the wrong direction to put it mildly Against all odds I decide to run for President amp continue to run my businessvery legal amp very cool talked about it on the campaign trail,2018-11-30,482.031879816786
President George HW Bush led a long successful and beautiful life  Whenever I was with him I saw his absolute joy for life and true pride in his family His accomplishments were great from beginning to end He was a truly wonderful man and will be missed by all,2018-12-01,501.4047214376587
This week Jews around the world will celebrate the miracles of Hanukkah FLOTUS Melania and I send our very best wishes for a blessed and Happy Hanukkah ,2018-12-02,358.0101757377131
China has agreed to reduce and remove tariffs on cars coming into China from the US Currently the tariff is 40,2018-12-03,195.30138506611817
Could somebody please explain to the Democrats we need their votes that our Country losses 250 Billion Dollars a year on illegal immigration not including the terrible drug flow Top Border Security including a Wall is 25 Billion Pays for itself in two months Get it done,2018-12-04,425.3319355652753
Looking forward to being with the Bush family This is not a funeral this is a day of celebration for a great man who has led a long and distinguished life He will be missed,2018-12-05,357.5342904257151
Working hard thank you ,2018-12-06,53.153171535193984
FAKE NEWS  THE ENEMY OF THE PEOPLE,2018-12-07,82.74160153309649
Very sad day amp night in Paris Maybe it’s time to end the ridiculous and extremely expensive Paris Agreement and return money back to the people in the form of lower taxes The US was way ahead of the curve on that and the only major country where emissions went down last year,2018-12-08,503.5602544013976
The Trump Administration has accomplished more than any other US Administration in its first two not even years of existence amp we are having a great time doing it All of this despite the Fake News Media which has gone totally out of its mindtruly the Enemy of the People,2018-12-09,499.7553085367916
“Democrats can’t find a Smocking Gun tying the Trump campaign to Russia after James Comey’s testimony No Smocking GunNo Collusion” FoxNews  That’s because there was NO COLLUSION So now the Dems go to a simple private transaction wrongly call it a campaign contribution,2018-12-10,514.045689153899
People do not yet realize how much of the Wall including really effective renovation has already been built If the Democrats do not give us the votes to secure our Country the Military will build the remaining sections of the Wall They know how important it is,2018-12-11,437.2713431916939
The Democrats and President Obama gave Iran 150 Billion Dollars and got nothing but they can’t give 5 Billion Dollars for National Security and a Wall,2018-12-12,270.0698170136004
Let’s not do a shutdown Democrats  do what’s right for the American People ,2018-12-13,172.23499235541306
China just announced that their economy is growing much slower than anticipated because of our Trade War with them They have just suspended US Tariff Hikes US is doing very well China wants to make a big and very comprehensive deal It could happen and rather soon,2018-12-14,516.4342101694755
Never in the history of our Country has the “press” been more dishonest than it is today Stories that should be good are bad Stories that should be bad are horrible Many stories like with the REAL story on Russia Clinton amp the DNC seldom get reported Too bad,2018-12-15,484.30441472898764
Remember Michael Cohen only became a “Rat” after the FBI did something which was absolutely unthinkable amp unheard of until the Witch Hunt was illegally started They BROKE INTO AN ATTORNEY’S OFFICE Why didn’t they break into the DNC to get the Server or Crooked’s office,2018-12-16,485.6122617599457
Anytime you hear a Democrat saying that you can have good Border Security without a Wall write them off as just another politician following the party line Time for us to save billions of dollars a year and have at the same time far greater safety and control,2018-12-17,440.94305624723296
Facebook Twitter and Google are so biased toward the Dems it is ridiculous Twitter in fact has made it much more difficult for people to join realDonaldTrump They have removed many names amp greatly slowed the level and speed of increase They have acknowledgeddone NOTHING,2018-12-18,466.6254948073647
After historic victories against ISIS it’s time to bring our great young people home ,2018-12-19,158.9530852135112
Farm Bill signing in 15 minutes Emmys TBT ,2018-12-20,102.50991919829941
A design of our Steel Slat Barrier which is totally effective while at the same time beautiful ,2018-12-21,165.93303027760248
I won an election said to be one of the greatest of all time based on getting out of endless amp costly foreign wars amp also based on Strong Borders which will keep our Country safe We fight for the borders of other countries but we won’t fight for the borders of our own,2018-12-22,492.96859556348056
If anybody but your favorite President Donald J Trump announced that after decimating ISIS in Syria we were going to bring our troops back home happy amp healthy that person would be the most popular hero in America With me hit hard instead by the Fake News Media Crazy,2018-12-23,457.17937418747346
I am in the Oval Office amp just gave out a 115 mile long contract for another large section of the Wall in Texas We are already building and renovating many miles of Wall some complete Democrats must end Shutdown and finish funding Billions of Dollars amp lives will be saved,2018-12-24,491.1087178820854
Merry Christmas,2018-12-25,38.71695326535615
FLOTUS Melania and I were honored to visit our incredible troops at Al Asad Air Base in Iraq GOD BLESS THE USA ,2018-12-26,248.06648192202647
I totally agree ,2018-12-27,46.09352919908228
Honduras Guatemala and El Salvador are doing nothing for the United States but taking our money Word is that a new Caravan is forming in Honduras and they are doing nothing about it We will be cutting off all aid to these 3 countries  taking advantage of US for years,2018-12-28,492.99249719970214
